[BASH] Running the CPU only (default) graph500 for scale 21 with sorted edges
204.06	196.21	1.80	196.17	0.04	0.00	196.17	0.00	0.00	0.01	0.00	0.00	67108862	0.3420
327.28	314.52	4.20	314.47	0.04	0.00	314.47	0.00	0.00	0.00	0.00	0.00	67108862	0.2134
195.54	186.89	2.93	186.85	0.03	0.00	186.85	0.00	0.00	0.00	0.00	0.00	67108862	0.3591
227.69	218.48	3.35	218.43	0.03	0.00	218.43	0.00	0.00	0.00	0.00	0.00	67108862	0.3072
216.62	208.01	3.21	207.97	0.04	0.00	207.97	0.00	0.00	0.01	0.00	0.00	67108862	0.3226
210.14	201.57	3.20	201.52	0.04	0.00	201.52	0.00	0.00	0.01	0.00	0.00	67108862	0.3329
227.77	215.26	4.57	215.21	0.04	0.00	215.21	0.00	0.00	0.01	0.00	0.00	67108862	0.3118
247.29	240.24	1.55	240.19	0.05	0.00	240.19	0.00	0.00	0.01	0.00	0.00	67108862	0.2793
193.12	185.89	1.88	185.85	0.04	0.00	185.85	0.00	0.00	0.00	0.00	0.00	67108862	0.3610
191.13	184.28	1.51	184.23	0.05	0.00	184.23	0.00	0.00	0.00	0.00	0.00	67108862	0.3642
282.51	266.42	10.65	266.38	0.03	0.00	266.38	0.00	0.00	0.00	0.00	0.00	67108862	0.2519
257.50	241.45	10.69	241.41	0.03	0.00	241.41	0.00	0.00	0.00	0.00	0.00	67108862	0.2779
336.36	320.77	10.06	320.73	0.04	0.00	320.73	0.00	0.00	0.00	0.00	0.00	67108862	0.2092
311.13	295.00	9.81	294.95	0.05	0.00	294.95	0.00	0.00	0.00	0.00	0.00	67108862	0.2275
231.81	220.48	4.44	220.43	0.05	0.00	220.43	0.00	0.00	0.00	0.00	0.00	67108862	0.3044
203.50	193.48	4.23	193.42	0.04	0.00	193.42	0.00	0.00	0.00	0.00	0.00	67108862	0.3469
196.24	186.22	4.20	186.18	0.03	0.00	186.18	0.00	0.00	0.01	0.00	0.00	67108862	0.3604
256.98	246.80	4.54	246.75	0.04	0.00	246.75	0.00	0.00	0.01	0.00	0.00	67108862	0.2719
239.74	232.76	1.62	232.72	0.03	0.00	232.72	0.00	0.00	0.01	0.00	0.00	67108862	0.2883
272.90	250.76	16.52	250.70	0.05	0.00	250.70	0.00	0.00	0.00	0.00	0.00	67108862	0.2676
229.74	222.31	1.57	222.26	0.03	0.00	222.26	0.00	0.00	0.01	0.00	0.00	67108862	0.3019
211.46	204.06	1.52	204.01	0.04	0.00	204.01	0.00	0.00	0.00	0.00	0.00	67108862	0.3289
294.58	280.07	7.99	279.59	0.05	0.00	279.59	0.00	0.00	0.01	0.00	0.00	67108862	0.2396
215.57	205.09	4.59	205.04	0.04	0.00	205.04	0.00	0.00	0.00	0.00	0.00	67108862	0.3272
205.29	198.09	1.52	198.05	0.04	0.00	198.05	0.00	0.00	0.00	0.00	0.00	67108862	0.3388
236.25	227.96	1.51	227.91	0.04	0.00	227.91	0.00	0.00	0.00	0.00	0.00	67108862	0.2944
212.28	202.27	4.61	202.21	0.05	0.00	202.21	0.00	0.00	0.00	0.00	0.00	67108862	0.3318
202.47	191.79	4.51	191.73	0.06	0.00	191.73	0.00	0.00	0.01	0.00	0.00	67108862	0.3499
800.56	653.93	140.26	653.81	0.10	0.00	653.81	0.00	0.00	0.01	0.00	0.00	67108862	0.1026
197.70	189.52	2.79	189.45	0.05	0.00	189.45	0.00	0.00	0.01	0.00	0.00	67108862	0.3541
336.46	318.22	9.81	318.17	0.04	0.00	318.17	0.00	0.00	0.01	0.00	0.00	67108862	0.2109
225.56	214.42	4.55	214.37	0.03	0.00	214.37	0.00	0.00	0.01	0.00	0.00	67108862	0.3130
195.23	184.66	4.85	184.61	0.04	0.00	184.61	0.00	0.00	0.00	0.00	0.00	67108862	0.3634
282.92	271.08	5.93	271.03	0.04	0.00	271.03	0.00	0.00	0.00	0.00	0.00	67108862	0.2476
397.74	372.27	10.16	372.21	0.05	0.00	372.21	0.00	0.00	0.00	0.00	0.00	67108862	0.1803
603.71	582.90	8.55	582.82	0.07	0.00	582.82	0.00	0.00	0.01	0.00	0.00	67108862	0.1151
684.68	647.83	20.23	647.75	0.07	0.00	647.75	0.00	0.00	0.01	0.02	0.00	67108862	0.1036
